`201120120SB99`	`SFLOOR`	2011-02-14 14:44:00	1031	133794	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:07	`31`	`Senate 3rd Reading`	`<BR>F# 31</BR><BR>Senate 3rd Reading</BR><BR>SB99    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SCR4`	`SFLOOR`	2011-02-18 09:58:00	1005	133795	35	0	5	`(PASS)`	`LEG_ESI`	2011-02-18 10:26:03	`3`	`Senate 3rd Reading`	`<BR>F# 3</BR><BR>Senate 3rd Reading</BR><BR>SCR4</BR><BR>Price</BR><BR/><BR/>`	2011-02-18 00:00:00
`201120120AB93`	`AFLOOR`	2011-02-22 12:56:35	1004	133799	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:04	`2`	`AF0240`	`<BR>File 2</BR><BR>AB 93 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120ACR19`	`CX20`	2011-02-18 00:00:00	1001	109503	11	0	0	`(PASS)`	`LEG_ESI`	2011-02-18 11:15:18	NULL	NULL	NULL	2011-02-18 00:00:00
`201120120SB66`	`SFLOOR`	2011-02-22 14:24:00	1003	133796	38	0	2	`(PASS)`	`LEG_ESI`	2011-02-22 15:18:03	`1`	`Senate 3rd Reading`	`<BR>F# 1</BR><BR>Senate 3rd Reading</BR><BR>SB66</BR><BR>Vargas</BR><BR>Urgency Clause</BR><BR/>`	2011-02-22 00:00:00
`201120120SB69`	`SFLOOR`	2011-02-22 14:16:00	1001	133797	0	38	2	`(FAIL)`	`LEG_ESI`	2011-02-22 15:18:03	`2`	`Unfinished Supp 2`	`<BR>F# 2s0</BR><BR>Unfinished Supp 2</BR><BR>SB69s0  Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-22 00:00:00
`201120120SB69`	`AFLOOR`	2011-02-22 12:53:01	1003	133798	49	1	29	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:03	`WORF`	`AF0250`	`<BR>W/O Reference to File</BR><BR>SB 69 B. & F. R.</BR><BR>Senate Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB94`	`AFLOOR`	2011-02-22 12:56:35	1007	133800	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:04	`3`	`AF0240`	`<BR>File 3</BR><BR>AB 94 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB95`	`AFLOOR`	2011-02-22 12:56:35	1008	133801	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:05	`4`	`AF0240`	`<BR>File 4</BR><BR>AB 95 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB96`	`AFLOOR`	2011-02-22 12:56:35	1009	133802	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:05	`5`	`AF0240`	`<BR>File 5</BR><BR>AB 96 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB97`	`AFLOOR`	2011-02-22 12:56:35	1010	133803	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:05	`6`	`AF0240`	`<BR>File 6</BR><BR>AB 97 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
